"","edges","AUS","CHI","FRA","GER","JAP"
"3214","[Eubacterium] eligens_Flintibacter sp. KGMB00164",0.855,0.767,0.058,0.669,0.036
"3215","Hungateiclostridium clariflavum_Flintibacter sp. KGMB00164",0.248,0.034,0.301,0.041,0.113
"3216","Anaerobutyricum hallii_Flintibacter sp. KGMB00164",0.034,0.958,0.008,0.431,0.626
"3217","Anaerocolumna sp. CBA3638_Flintibacter sp. KGMB00164",0.02,0.948,0.068,0.074,0.001
"3218","Anaerostipes hadrus_Flintibacter sp. KGMB00164",0.066,0.136,0.083,0.051,0.191
"3219","Blautia producta_Flintibacter sp. KGMB00164",0.001,0.116,0.42,0.003,0.035
"3220","Blautia sp. SC05B48_Flintibacter sp. KGMB00164",0.009,0.473,0.116,0.6,0.096
"3221","Butyrivibrio fibrisolvens_Flintibacter sp. KGMB00164",0.028,0.621,0.072,0,0.103
"3222","Butyrivibrio hungatei_Flintibacter sp. KGMB00164",0.023,0.685,0.029,0.244,0.017
"3223","Butyrivibrio proteoclasticus_Flintibacter sp. KGMB00164",0.029,0.559,0.056,0.401,0.27
"3224","Herbinix luporum_Flintibacter sp. KGMB00164",0.131,0.542,0.005,0.016,0.242
"3225","Lachnoanaerobaculum umeaense_Flintibacter sp. KGMB00164",0.011,0.339,0.011,0.021,0
"3226","Lachnoclostridium phytofermentans_Flintibacter sp. KGMB00164",0.013,0.464,0.002,0.052,0.001
"3227","[Clostridium] bolteae_Flintibacter sp. KGMB00164",0.305,0.096,0.215,0.907,0.63
"3228","Pseudobutyrivibrio xylanivorans_Flintibacter sp. KGMB00164",0.047,0.618,0.035,0.043,0.255
"3229","Roseburia hominis_Flintibacter sp. KGMB00164",0.223,0.514,0.526,0.5,0.001
"3230","Roseburia intestinalis_Flintibacter sp. KGMB00164",0.17,0.109,0.017,0.003,0.679
"3231","Lachnospiraceae bacterium GAM79_Flintibacter sp. KGMB00164",0.566,0.903,0.938,0.962,0
"3232","Lachnospiraceae bacterium KM106-2_Flintibacter sp. KGMB00164",0.099,0.057,0.001,0.03,0.518
"3233","Oscillibacter sp. PEA192_Flintibacter sp. KGMB00164",0,0,0,0,0
"3234","Paraclostridium bifermentans_Flintibacter sp. KGMB00164",0.361,0.717,0.014,0.054,0
"3235","Faecalibacterium prausnitzii_Flintibacter sp. KGMB00164",0.021,0.329,0.033,0.125,0.003
"3236","Flavonifractor plautii_Flintibacter sp. KGMB00164",0,0.372,0.001,0.015,0
"3237","Ruminococcus albus_Flintibacter sp. KGMB00164",0.022,0.001,0.031,0,0
"3238","Ruminococcus bicirculans_Flintibacter sp. KGMB00164",0.436,0.282,0.83,0.003,0
"3239","Ruminococcus sp. JE7A12_Flintibacter sp. KGMB00164",0.746,0.165,0.094,0.005,0
"3240","Ruthenibacterium lactatiformans_Flintibacter sp. KGMB00164",0.003,0,0,0,0
"3241","Bifidobacterium adolescentis_Intestinimonas butyriciproducens",0.001,0.579,0.614,0.47,0.003
"3242","Bifidobacterium angulatum_Intestinimonas butyriciproducens",0.018,0.673,0.842,0.705,0.321
"3243","Bifidobacterium breve_Intestinimonas butyriciproducens",0,0.593,0.919,0.996,0.954
"3244","Bifidobacterium catenulatum_Intestinimonas butyriciproducens",0.081,0.857,0.594,0.452,0.549
"3245","Bifidobacterium longum_Intestinimonas butyriciproducens",0.019,0.162,0.771,0.003,0.302
"3246","Bifidobacterium pseudocatenulatum_Intestinimonas butyriciproducens",0.004,0.479,0.363,0.78,0.722
"3247","Atopobium parvulum_Intestinimonas butyriciproducens",0,0.014,0.713,0.71,0
"3248","Bacteroides caccae_Intestinimonas butyriciproducens",0.001,0.096,0.815,0.012,0.472
"3249","Bacteroides cellulosilyticus_Intestinimonas butyriciproducens",0.029,0.078,0.363,0.688,0
"3250","Bacteroides fragilis_Intestinimonas butyriciproducens",0.01,0.008,0.202,0.027,0.004
"3251","Bacteroides thetaiotaomicron_Intestinimonas butyriciproducens",0.019,0.474,0.925,0.282,0.167
"3252","Butyricimonas faecalis_Intestinimonas butyriciproducens",0.001,0.012,0.382,0.024,0
"3253","Odoribacter splanchnicus_Intestinimonas butyriciproducens",0,0,0.432,0.054,0.001
"3254","Porphyromonas asaccharolytica_Intestinimonas butyriciproducens",0.109,0.004,0.637,0.014,0.003
"3255","Porphyromonas crevioricanis_Intestinimonas butyriciproducens",0,0.062,0.966,0.141,0.813
"3256","Porphyromonas gingivalis_Intestinimonas butyriciproducens",0,0.004,0.043,0.313,0.34
"3257","Prevotella intermedia_Intestinimonas butyriciproducens",0.012,0.301,0.606,0.232,0.736
"3258","Prevotella scopos_Intestinimonas butyriciproducens",0.4,0.871,0.63,0.233,0.408
"3259","Alistipes dispar_Intestinimonas butyriciproducens",0,0,0.017,0.242,0
"3260","Alistipes finegoldii_Intestinimonas butyriciproducens",0.004,0,0.117,0.046,0
"3261","Alistipes megaguti_Intestinimonas butyriciproducens",0,0.019,0.142,0.809,0
"3262","Alistipes onderdonkii_Intestinimonas butyriciproducens",0.046,0,0.006,0.026,0
"3263","Alistipes shahii_Intestinimonas butyriciproducens",0,0,0.018,0.02,0
"3264","Parabacteroides distasonis_Intestinimonas butyriciproducens",0.005,0.681,0.375,0.127,0.916
"3265","Parabacteroides sp. CT06_Intestinimonas butyriciproducens",0.029,0.929,0.061,0.691,0.654
"3266","Gemella morbillorum_Intestinimonas butyriciproducens",0.262,0.652,0.02,0.002,0.001
"3267","Enterococcus faecium_Intestinimonas butyriciproducens",0.007,0,0.101,0.723,0
"3268","Lactobacillus ruminis_Intestinimonas butyriciproducens",0.07,0.095,0.039,0.845,0.771
"3269","Streptococcus anginosus_Intestinimonas butyriciproducens",0.002,0.08,0.117,0.46,0.035
"3270","Streptococcus equinus_Intestinimonas butyriciproducens",0.001,0.005,0.002,0.031,0
"3271","Streptococcus oralis_Intestinimonas butyriciproducens",0.001,0.001,0.134,0.038,0
"3272","Streptococcus salivarius_Intestinimonas butyriciproducens",0.008,0.04,0,0.099,0.006
"3273","Streptococcus sp. FDAARGOS_192_Intestinimonas butyriciproducens",0,0.039,0,0.072,0.009
"3274","Streptococcus thermophilus_Intestinimonas butyriciproducens",0.056,0.005,0.113,0.18,0.095
"3275","Clostridium argentinense_Intestinimonas butyriciproducens",0.031,0.881,0.053,0.007,0
"3276","Clostridium beijerinckii_Intestinimonas butyriciproducens",0.003,0.197,0.137,0,0
"3277","Clostridium bornimense_Intestinimonas butyriciproducens",0.032,0.906,0.18,0.007,0
"3278","Clostridium botulinum_Intestinimonas butyriciproducens",0.065,0.221,0.118,0,0
"3279","Clostridium butyricum_Intestinimonas butyriciproducens",0.005,0.092,0.337,0,0
"3280","Clostridium cellulovorans_Intestinimonas butyriciproducens",0.024,0.736,0.201,0.041,0
"3281","Clostridium chauvoei_Intestinimonas butyriciproducens",0.092,0.299,0.057,0,0
"3282","Clostridium isatidis_Intestinimonas butyriciproducens",0.184,0.445,0.043,0,0
"3283","Clostridium novyi_Intestinimonas butyriciproducens",0.08,0.751,0.071,0.004,0.001
"3284","Clostridium pasteurianum_Intestinimonas butyriciproducens",0.072,0.134,0.119,0.065,0
"3285","Clostridium saccharobutylicum_Intestinimonas butyriciproducens",0.024,0.046,0.128,0,0
"3286","Clostridium saccharoperbutylacetonicum_Intestinimonas butyriciproducens",0.004,0.049,0.103,0,0
"3287","Clostridium septicum_Intestinimonas butyriciproducens",0.154,0.31,0.096,0,0
"3288","Clostridium sp. BNL1100_Intestinimonas butyriciproducens",0.268,0.75,0.992,0.177,0.127
"3289","Clostridium sp. CT4_Intestinimonas butyriciproducens",0.088,0.863,0.559,0,0
"3290","Clostridium sp. DL-VIII_Intestinimonas butyriciproducens",0.005,0.083,0.241,0,0
"3291","Mogibacterium diversum_Intestinimonas butyriciproducens",0.028,0.024,0.197,0.282,0
"3292","Eubacterium callanderi_Intestinimonas butyriciproducens",0.089,0.485,0,0,0
"3293","[Eubacterium] cellulosolvens_Intestinimonas butyriciproducens",0.04,0.082,0.746,0.429,0.852
"3294","[Eubacterium] eligens_Intestinimonas butyriciproducens",0.148,0.04,0.046,0.726,0
"3295","Hungateiclostridium clariflavum_Intestinimonas butyriciproducens",0.172,0.382,0.579,0.216,0.846
"3296","Anaerobutyricum hallii_Intestinimonas butyriciproducens",0.012,0.086,0.004,0.947,0.457
"3297","Anaerocolumna sp. CBA3638_Intestinimonas butyriciproducens",0.016,0.002,0.131,0.261,0
"3298","Anaerostipes hadrus_Intestinimonas butyriciproducens",0.041,0.003,0.003,0.082,0.132
"3299","Blautia producta_Intestinimonas butyriciproducens",0.001,0,0.897,0.081,0.003
"3300","Blautia sp. SC05B48_Intestinimonas butyriciproducens",0.004,0,0.069,0.634,0.112
"3301","Butyrivibrio fibrisolvens_Intestinimonas butyriciproducens",0.033,0.059,0.119,0.007,0.217
"3302","Butyrivibrio hungatei_Intestinimonas butyriciproducens",0.047,0.127,0.032,0.437,0.022
"3303","Butyrivibrio proteoclasticus_Intestinimonas butyriciproducens",0.03,0.251,0.063,0.815,0.205
"3304","Herbinix luporum_Intestinimonas butyriciproducens",0.148,0.052,0.01,0.528,0.07
"3305","Lachnoanaerobaculum umeaense_Intestinimonas butyriciproducens",0.002,0,0.011,0.029,0
"3306","Lachnoclostridium phytofermentans_Intestinimonas butyriciproducens",0.008,0.001,0.023,0.157,0
"3307","[Clostridium] bolteae_Intestinimonas butyriciproducens",0.694,0.002,0.007,0.241,0.013
"3308","Pseudobutyrivibrio xylanivorans_Intestinimonas butyriciproducens",0.09,0.041,0.029,0.306,0.214
"3309","Roseburia hominis_Intestinimonas butyriciproducens",0.272,0.569,0.072,0.066,0
"3310","Roseburia intestinalis_Intestinimonas butyriciproducens",0.655,0.006,0.029,0.305,0.668
"3311","Lachnospiraceae bacterium GAM79_Intestinimonas butyriciproducens",0.224,0.128,0.179,0.913,0
"3312","Lachnospiraceae bacterium KM106-2_Intestinimonas butyriciproducens",0.092,0,0.001,0.57,0.215
"3313","Oscillibacter sp. PEA192_Intestinimonas butyriciproducens",0,0,0,0,0
"3314","Paraclostridium bifermentans_Intestinimonas butyriciproducens",0.142,0.087,0.063,0.001,0
"3315","Faecalibacterium prausnitzii_Intestinimonas butyriciproducens",0,0.334,0.402,0.058,0
"3316","Flavonifractor plautii_Intestinimonas butyriciproducens",0,0.935,0,0.018,0.005
"3317","Ruminococcus albus_Intestinimonas butyriciproducens",0.008,0,0.017,0,0
"3318","Ruminococcus bicirculans_Intestinimonas butyriciproducens",0.085,0.006,0.499,0.075,0
"3319","Ruminococcus sp. JE7A12_Intestinimonas butyriciproducens",0.303,0.014,0.766,0.007,0
"3320","Ruthenibacterium lactatiformans_Intestinimonas butyriciproducens",0.022,0.003,0.003,0,0
"3321","Flintibacter sp. KGMB00164_Intestinimonas butyriciproducens",0,0,0,0,0
"3322","Bifidobacterium adolescentis_Clostridiales bacterium CCNA10",0.005,0.615,0.465,0.12,0.416
"3323","Bifidobacterium angulatum_Clostridiales bacterium CCNA10",0.074,0.069,0.157,0.072,0.181
"3324","Bifidobacterium breve_Clostridiales bacterium CCNA10",0.005,0.01,0.014,0.921,0.005
"3325","Bifidobacterium catenulatum_Clostridiales bacterium CCNA10",0.14,0.035,0.227,0.03,0.372
"3326","Bifidobacterium longum_Clostridiales bacterium CCNA10",0.023,0.034,0.29,0.022,0.007
"3327","Bifidobacterium pseudocatenulatum_Clostridiales bacterium CCNA10",0.192,0.057,0.606,0.208,0.423
"3328","Atopobium parvulum_Clostridiales bacterium CCNA10",0.001,0.002,0.729,0.192,0
"3329","Bacteroides caccae_Clostridiales bacterium CCNA10",0.015,0.005,0.943,0.032,0.068
"3330","Bacteroides cellulosilyticus_Clostridiales bacterium CCNA10",0.014,0.002,0.988,0.499,0
"3331","Bacteroides fragilis_Clostridiales bacterium CCNA10",0,0.041,0.546,0.745,0.965
"3332","Bacteroides thetaiotaomicron_Clostridiales bacterium CCNA10",0.003,0.23,0.298,0.854,0.028
"3333","Butyricimonas faecalis_Clostridiales bacterium CCNA10",0,0,0.998,0.037,0.005
"3334","Odoribacter splanchnicus_Clostridiales bacterium CCNA10",0.001,0,0.345,0.288,0
"3335","Porphyromonas asaccharolytica_Clostridiales bacterium CCNA10",0.027,0.04,0.856,0.044,0.653
"3336","Porphyromonas crevioricanis_Clostridiales bacterium CCNA10",0.001,0.01,0.468,0.569,0.31
"3337","Porphyromonas gingivalis_Clostridiales bacterium CCNA10",0.001,0.002,0.67,0.422,0.409
"3338","Prevotella intermedia_Clostridiales bacterium CCNA10",0.074,0.503,0.156,0.306,0.017
"3339","Prevotella scopos_Clostridiales bacterium CCNA10",0.466,0.603,0.024,0.155,0.001
"3340","Alistipes dispar_Clostridiales bacterium CCNA10",0,0,0.003,0.087,0
"3341","Alistipes finegoldii_Clostridiales bacterium CCNA10",0,0.001,0.009,0.002,0
"3342","Alistipes megaguti_Clostridiales bacterium CCNA10",0.006,0.017,0.485,0.823,0.139
"3343","Alistipes onderdonkii_Clostridiales bacterium CCNA10",0.017,0.001,0,0.005,0
"3344","Alistipes shahii_Clostridiales bacterium CCNA10",0,0,0.002,0.01,0
"3345","Parabacteroides distasonis_Clostridiales bacterium CCNA10",0.003,0.562,0.413,0.001,0.002
"3346","Parabacteroides sp. CT06_Clostridiales bacterium CCNA10",0.003,0.734,0.324,0.686,0
"3347","Gemella morbillorum_Clostridiales bacterium CCNA10",0.061,0.647,0.032,0.042,0.004
"3348","Enterococcus faecium_Clostridiales bacterium CCNA10",0.185,0,0.247,0.117,0.08
"3349","Lactobacillus ruminis_Clostridiales bacterium CCNA10",0.253,0.017,0.01,0.878,0.532
"3350","Streptococcus anginosus_Clostridiales bacterium CCNA10",0.001,0.628,0.189,0.743,0.003
"3351","Streptococcus equinus_Clostridiales bacterium CCNA10",0.017,0.017,0.015,0.105,0
"3352","Streptococcus oralis_Clostridiales bacterium CCNA10",0,0.039,0.071,0.445,0
"3353","Streptococcus salivarius_Clostridiales bacterium CCNA10",0.014,0.137,0.018,0.496,0
"3354","Streptococcus sp. FDAARGOS_192_Clostridiales bacterium CCNA10",0.024,0.14,0.066,0.587,0
"3355","Streptococcus thermophilus_Clostridiales bacterium CCNA10",0.242,0.025,0.127,0.597,0.001
"3356","Clostridium argentinense_Clostridiales bacterium CCNA10",0.003,0.04,0.001,0.016,0
"3357","Clostridium beijerinckii_Clostridiales bacterium CCNA10",0,0.034,0.03,0.006,0
"3358","Clostridium bornimense_Clostridiales bacterium CCNA10",0.002,0.242,0.004,0.002,0
"3359","Clostridium botulinum_Clostridiales bacterium CCNA10",0.002,0.003,0.007,0.001,0
"3360","Clostridium butyricum_Clostridiales bacterium CCNA10",0,0.001,0.071,0,0
"3361","Clostridium cellulovorans_Clostridiales bacterium CCNA10",0.003,0.064,0.005,0.011,0
"3362","Clostridium chauvoei_Clostridiales bacterium CCNA10",0.005,0,0.004,0.001,0
"3363","Clostridium isatidis_Clostridiales bacterium CCNA10",0.001,0.029,0.005,0,0
"3364","Clostridium novyi_Clostridiales bacterium CCNA10",0.011,0.033,0.001,0.01,0
"3365","Clostridium pasteurianum_Clostridiales bacterium CCNA10",0.006,0.007,0.001,0.108,0
"3366","Clostridium saccharobutylicum_Clostridiales bacterium CCNA10",0,0.001,0.017,0,0
"3367","Clostridium saccharoperbutylacetonicum_Clostridiales bacterium CCNA10",0.001,0.003,0.033,0,0
"3368","Clostridium septicum_Clostridiales bacterium CCNA10",0.003,0.007,0.001,0,0
"3369","Clostridium sp. BNL1100_Clostridiales bacterium CCNA10",0.159,0.173,0.584,0.579,0.076
"3370","Clostridium sp. CT4_Clostridiales bacterium CCNA10",0.002,0.111,0.019,0.001,0
"3371","Clostridium sp. DL-VIII_Clostridiales bacterium CCNA10",0,0.004,0.036,0.002,0
"3372","Mogibacterium diversum_Clostridiales bacterium CCNA10",0.002,0.026,0.044,0.756,0
"3373","Eubacterium callanderi_Clostridiales bacterium CCNA10",0.082,0.073,0.004,0,0
"3374","[Eubacterium] cellulosolvens_Clostridiales bacterium CCNA10",0.107,0.014,0.788,0.815,0.515
"3375","[Eubacterium] eligens_Clostridiales bacterium CCNA10",0.434,0.501,0,0.626,0.722
"3376","Hungateiclostridium clariflavum_Clostridiales bacterium CCNA10",0.104,0.255,0.099,0.045,0.039
"3377","Anaerobutyricum hallii_Clostridiales bacterium CCNA10",0.047,0.104,0.004,0.435,0.584
"3378","Anaerocolumna sp. CBA3638_Clostridiales bacterium CCNA10",0.063,0.001,0.219,0.342,0.071
"3379","Anaerostipes hadrus_Clostridiales bacterium CCNA10",0.264,0.008,0.002,0.309,0.48
"3380","Blautia producta_Clostridiales bacterium CCNA10",0.012,0.195,0.535,0.712,0.377
"3381","Blautia sp. SC05B48_Clostridiales bacterium CCNA10",0.021,0.032,0.235,0.252,0.198
"3382","Butyrivibrio fibrisolvens_Clostridiales bacterium CCNA10",0.055,0.002,0.046,0.002,0.048
"3383","Butyrivibrio hungatei_Clostridiales bacterium CCNA10",0.065,0.003,0.009,0.244,0.009
"3384","Butyrivibrio proteoclasticus_Clostridiales bacterium CCNA10",0.06,0.004,0.013,0.327,0.046
"3385","Herbinix luporum_Clostridiales bacterium CCNA10",0.123,0.061,0.012,0.235,0.879
"3386","Lachnoanaerobaculum umeaense_Clostridiales bacterium CCNA10",0.007,0,0.03,0.172,0.001
"3387","Lachnoclostridium phytofermentans_Clostridiales bacterium CCNA10",0.02,0,0.028,0.239,0.019
"3388","[Clostridium] bolteae_Clostridiales bacterium CCNA10",0.012,0.204,0.001,0,0
"3389","Pseudobutyrivibrio xylanivorans_Clostridiales bacterium CCNA10",0.106,0.022,0.03,0.071,0.124
"3390","Roseburia hominis_Clostridiales bacterium CCNA10",0.113,0.775,0.371,0.204,0.008
"3391","Roseburia intestinalis_Clostridiales bacterium CCNA10",0.473,0.004,0.004,0.335,0.098
"3392","Lachnospiraceae bacterium GAM79_Clostridiales bacterium CCNA10",0.47,0.57,0.147,0.627,0.102
"3393","Lachnospiraceae bacterium KM106-2_Clostridiales bacterium CCNA10",0.295,0,0.001,0.249,0.211
"3394","Oscillibacter sp. PEA192_Clostridiales bacterium CCNA10",0,0,0,0,0
"3395","Paraclostridium bifermentans_Clostridiales bacterium CCNA10",0.007,0.011,0.001,0.001,0
"3396","Faecalibacterium prausnitzii_Clostridiales bacterium CCNA10",0.023,0.345,0.737,0.299,0.404
"3397","Flavonifractor plautii_Clostridiales bacterium CCNA10",0,0.05,0,0,0
"3398","Ruminococcus albus_Clostridiales bacterium CCNA10",0.171,0.667,0.491,0.005,0.003
"3399","Ruminococcus bicirculans_Clostridiales bacterium CCNA10",0.575,0.899,0.047,0.023,0.027
"3400","Ruminococcus sp. JE7A12_Clostridiales bacterium CCNA10",0.742,0.993,0.032,0.102,0.008
"3401","Ruthenibacterium lactatiformans_Clostridiales bacterium CCNA10",0.007,0,0,0,0
"3402","Flintibacter sp. KGMB00164_Clostridiales bacterium CCNA10",0,0,0,0,0
"3403","Intestinimonas butyriciproducens_Clostridiales bacterium CCNA10",0,0,0,0,0
"3404","Bifidobacterium adolescentis_Longibaculum sp. KGMB06250",0.173,0.576,0.939,0.165,0.148
"3405","Bifidobacterium angulatum_Longibaculum sp. KGMB06250",0.578,0.35,0.705,0.068,0.331
"3406","Bifidobacterium breve_Longibaculum sp. KGMB06250",0.009,0.227,0.608,0.134,0.132
"3407","Bifidobacterium catenulatum_Longibaculum sp. KGMB06250",0.228,0.286,0.351,0.041,0.085
"3408","Bifidobacterium longum_Longibaculum sp. KGMB06250",0.144,0.532,0.609,0.39,0.002
"3409","Bifidobacterium pseudocatenulatum_Longibaculum sp. KGMB06250",0.012,0.125,0.331,0.025,0.331
"3410","Atopobium parvulum_Longibaculum sp. KGMB06250",0.272,0.067,0.963,0.666,0.268
"3411","Bacteroides caccae_Longibaculum sp. KGMB06250",0.009,0.101,0.021,0.345,0.884
"3412","Bacteroides cellulosilyticus_Longibaculum sp. KGMB06250",0.164,0.021,0.135,0.253,0.27
"3413","Bacteroides fragilis_Longibaculum sp. KGMB06250",0.231,0.028,0.076,0.177,0.037
"3414","Bacteroides thetaiotaomicron_Longibaculum sp. KGMB06250",0.026,0.01,0.164,0.315,0.097
"3415","Butyricimonas faecalis_Longibaculum sp. KGMB06250",0.004,0.106,0.1,0.574,0.008
"3416","Odoribacter splanchnicus_Longibaculum sp. KGMB06250",0.012,0.072,0.46,0.254,0.164
"3417","Porphyromonas asaccharolytica_Longibaculum sp. KGMB06250",0.01,0.51,0.03,0.1,0.15
"3418","Porphyromonas crevioricanis_Longibaculum sp. KGMB06250",0,0.313,0.025,0.019,0.001
"3419","Porphyromonas gingivalis_Longibaculum sp. KGMB06250",0.002,0.115,0.002,0.017,0
"3420","Prevotella intermedia_Longibaculum sp. KGMB06250",0.012,0.081,0.23,0.302,0.003
"3421","Prevotella scopos_Longibaculum sp. KGMB06250",0.049,0.898,0.697,0.03,0.031
"3422","Alistipes dispar_Longibaculum sp. KGMB06250",0,0.153,0.105,0.169,0.055
"3423","Alistipes finegoldii_Longibaculum sp. KGMB06250",0.065,0.141,0.085,0.393,0.159
"3424","Alistipes megaguti_Longibaculum sp. KGMB06250",0.003,0.179,0.187,0.063,0.017
"3425","Alistipes onderdonkii_Longibaculum sp. KGMB06250",0.158,0.353,0.279,0.397,0.986
"3426","Alistipes shahii_Longibaculum sp. KGMB06250",0.002,0.057,0.281,0.348,0.912
"3427","Parabacteroides distasonis_Longibaculum sp. KGMB06250",0.199,0.024,0.071,0.261,0.013
"3428","Parabacteroides sp. CT06_Longibaculum sp. KGMB06250",0.128,0.003,0.077,0.207,0.063
"3429","Gemella morbillorum_Longibaculum sp. KGMB06250",0.107,0.972,0.921,0.045,0.229
"3430","Enterococcus faecium_Longibaculum sp. KGMB06250",0.604,0.527,0.057,0.06,0
"3431","Lactobacillus ruminis_Longibaculum sp. KGMB06250",0.003,0.017,0,0.37,0
"3432","Streptococcus anginosus_Longibaculum sp. KGMB06250",0.373,0.097,0.51,0.568,0.517
"3433","Streptococcus equinus_Longibaculum sp. KGMB06250",0.25,0.152,0.123,0.369,0.365
"3434","Streptococcus oralis_Longibaculum sp. KGMB06250",0.05,0.323,0.064,0.445,0.788
"3435","Streptococcus salivarius_Longibaculum sp. KGMB06250",0.301,0.07,0.087,0.12,0.506
"3436","Streptococcus sp. FDAARGOS_192_Longibaculum sp. KGMB06250",0.227,0.098,0.188,0.516,0.495
"3437","Streptococcus thermophilus_Longibaculum sp. KGMB06250",0.048,0.257,0.185,0.093,0.688
"3438","Clostridium argentinense_Longibaculum sp. KGMB06250",0.209,0.034,0.003,0.087,0.522
"3439","Clostridium beijerinckii_Longibaculum sp. KGMB06250",0.022,0.021,0.004,0.01,0.569
"3440","Clostridium bornimense_Longibaculum sp. KGMB06250",0.057,0.043,0.008,0.102,0.709
"3441","Clostridium botulinum_Longibaculum sp. KGMB06250",0.157,0.03,0.025,0.046,0.633
"3442","Clostridium butyricum_Longibaculum sp. KGMB06250",0.015,0.119,0.032,0.01,0.757
"3443","Clostridium cellulovorans_Longibaculum sp. KGMB06250",0.091,0.03,0.006,0.002,0.379
"3444","Clostridium chauvoei_Longibaculum sp. KGMB06250",0.684,0.124,0.008,0.079,0.087
"3445","Clostridium isatidis_Longibaculum sp. KGMB06250",0.565,0.011,0.004,0.014,0.309
